id	tweet	label 
3548	"TENGO MIEDO. QUE NO MUERA NINGUNO DE MIS FAVORITOS  POR FAVOR HASHTAG HASHTAG  HASHTAG https://t.co/Cky8ogU7Ys"	fear 
3549	"🎊#felizdíadelibro🎊 El Día Internacional del Libro es una conmemoración celebrada a nivel mundial con el objetivo de fomentar la lectura, la industria editorial y la protección de la propiedad intelectual por medio del derecho de autor. HASHTAG  HASHTAG https://t.co/itniFv1RM1"	others 
3550	Y en su país son egocéntricos? Pues, les vale verga la catedral de HASHTAG solo quieres mostrar que si fueron a Francia...	anger 
3551	USER USER No. Por favor no difundir fakenews. La catedral fue salvada por el esfuerzo sobre humano de los bomberos. Las obras mayores pudieron ser sacadas. Una gran pérdida si claro de la flecha, techo y grandes destrozos pero HASHTAG está de pie. Como Paris HASHTAG	others 
3552	"HASHTAG 📚  Los invitamos a descargar gratuitamente nuestra colección de libros digitales. Entre los títulos destacan testimonios de actores y testigos de la Revolución Mexicana   👇 https://t.co/lejWVVdS9l https://t.co/swM9UhzRll"	others 
3553	HASHTAG está entre dos fuegos; ambos bandos de similar abyección. Me apena mucho la realidad de esa Nación hermana. https://t.co/dXUw1FRTPG	sadness 
3554	Pero que locuron acabó de ver??? HASHTAG USER	surprise 
3555	"Lo que está ocurriendo en estos momentos en HASHTAG 🇻🇪 es un peligro para el pueblo venezolano, Juan Guaidó es un títere de los Estados Unidos.  Venezolanos,¿realmente queréis vender a vuestra patria por las mentiras de ese ''defensor de la democracia''?, no os dejéis engañar. https://t.co/XicTBuYxxp"	anger 
3556	Con los yihadistas no hay que mediar palabra, si tocan a la cristiandad hay que defenderla con ferocidad. Si hace falta otra cruzada que se haga. Dios lo quiere. HASHTAG HASHTAG	disgust 
3557	¿CÓMO SE VIVE DESPUÉS DE ESTO? HASHTAG https://t.co/V5HhK5uXDe	others 
3558	"HASHTAG | Los culés se proclamaron campeones de HASHTAG tras vencer 1 – 0 al USER con una gran intervención del capitán Lionel HASHTAG.  https://t.co/fonjsgGM1o"	others 
3559	"Todo listo con el Amor de Mi Vida para celebrar un nuevo título de HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG   HASHTAG  HASHTAG https://t.co/FNxgPSZpAx"	joy 
3560	Atlético Madrid *1-0 Real Valladolid (66') https://t.co/AfKe7c2hDh HASHTAG HASHTAG	others 
3561	Las evangelicas de mi casa felices por que se quema HASHTAG la ignorancia es atrevida. -.- provoca es darle un solo derechazo en la jeta	others 
3562	La presencia de la ultraderecha con 2.5 millones es consecuencia de no cerrar las cosas en su momento. Es una vergüenza tremenda que pueda existir una asociación en favor de un dictador a día de hoy en un país supuestamente democrático. HASHTAG 1/2	anger 
3563	Si yo fuera un libro, sería de esos libros casi nuevos que están medios rotos. Una novela latinoamericana, con algo de historia y un conflicto existencial. Una historia de amor con momentos mamones y un final inconcluso HASHTAG	others 
3564	Llora cuasimodo, llora París, lloran todos HASHTAG	sadness 
3565	USER Rondón no ha peleado. Rondón es el pueblo hecho unión cívico militar. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG. HASHTAG es Chavista y Bolivariana.	others 
3566	Liverpool está paseando al barcelona, hace tiempo no lo veía tan presionado al barca ..!! HASHTAG	surprise 
3567	Fue Una Linda Tarde De HASHTAG 👐⚽	joy 
3568	HASHTAG📖 | Celebrado y promovido por la UNESCO; desde 1996 se celebra el día internacional del libro y del derecho de autor, cuyo objetivo principal es fomentar la lectura y la protección de la propiedad intelectual. https://t.co/EUqK0psUKA	others 
3569	HASHTAG 😱  | Las señales de USER Internacional, USER y RCR desaparecen de HASHTAG. 📹📺 https://t.co/En5xh8plgz	others 
3570	El incendio en HASHTAG puso de luto al mundo entero, ¿pero cuál pudo ser el sentimiento colectivo de los franceses? Esta, la platica que tuve con el arquitecto francés André-Jaques Bodin. HASHTAG https://t.co/VuFqSqYIt0	sadness 
3571	Alguien (O.N.U) puede hacer algo en Venezuela 🇻🇪 por favor! El DICTADOR HIJO DE PUTA de Maduro, los está matando a todos! HASHTAG	anger 
3572	El pasado sábado 28 celebramos al lado de nuestro HASHTAG sus 9 ABRILES. Nuestro CRACK PIPE ESPINEL. Como solemos hacer los amantes de la redonda y del verde, animados con la final de la HASHTAG HASHTAG... https://t.co/78iUAkbTvM	joy 
3573	"La 'niña activista climática', haciendo propaganda en el Parlamento Europeo  ""#GretaThunberg, una de las activistas ambientales más jóvenes del mundo, se encuentra hoy en el Parlamento para compartir sus opiniones sobre cómo abordar el HASHTAG"" https://t.co/Lyzsgz6DGm"	others 
3574	HASHTAG están listos para ver morir a tantos personajes favoritos? HASHTAG HASHTAG HASHTAG	others 
3575	"No les deseo mal, pero ojalá que pierda el Barcelona. 🤷🏽‍♀️🙄  HASHTAG"	others 
3576	Siento pena y empatía por HASHTAG. Lamentablemente gasté la pena y ahora no me queda empatía por la destrucción de bosques y otras tragedias mundiales 🙄	sadness 
3577	Te lo voy a decir desde el cariño que te tengo HASHTAG: lo de montar al 🐲 está bien, pero como vuelvas a poner a HASHTAG en primera línea de batalla el HASHTAG va a ser un angelito al lado mía... HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/ebsV5cjutR	others 
3578	"Quitando ""polvos"" y celebraciones especiales ... han sido unos de los 81 minutos mejores de mi vida HASHTAG  HASHTAG"	joy 
3579	"El sábado HASHTAG  El domingo lo del HASHTAG Y hoy el 8x03 de HASHTAG   Un finde que pasará a la historia."	surprise 
3580	Chacun sa Leonarda ^^  HASHTAG	others 
3581	Es algo de lo que estar contento HASHTAG https://t.co/vah7qVDzrB	joy 
3582	Puta vida que gana el Barça🤦🏻‍♀️ no obstante....QUE PUTO CRACK HASHTAG HASHTAG HASHTAG	others 
3583	Los aficionados del Barcelona en estos momentos... HASHTAG https://t.co/xjXQq3Xaku	others 
3584	Esta todo dicho ya, asi que solo me queda decir que el 75% de los españoles es gilipollas. HASHTAG	anger 
3585	HASHTAG - Ante la grave crisis que hay en HASHTAG, USER decidió suspender el encuentro entre Argentinos y Estudiantes de HASHTAG a disputarse este jueves a las 17. El encuentro será reprogramado y el plantel volverá a Buenos Aires en las próximas horas pensando en HASHTAG https://t.co/VBzOVTB6Xz	sadness 
3586	Al menos 69 heridos tras alzamiento opositor en HASHTAG https://t.co/qoBs5dYgtY	others 
3587	"Amikas, tomen lápiz y papel porque este capítulo de HASHTAG viene lleno de datos para buscar, encontrar, comprar y pedir libros. El USER nos preparó el tremendo listado por el HASHTAG   https://t.co/DKuZUx1vhu vía USER"	others 
3588	Y por eso dembélé es suplente HASHTAG https://t.co/Ern34ugPxR	others 
3589	USER HASHTAG básicos... Si se manifiestan son atacados por gases, balas, atropellados... Es muy triste lo que están viviendo. Mi apoyo incondicionala por una Venezuela Libre. HASHTAG 💛💙❤️	sadness 
3590	Este momento de mi vida le llamo felicidad... No hay trabajo y lo más hermoso hay HASHTAG y mejor aún juega el USER 🔵🔴 HASHTAG HASHTAG	joy 
3591	"🔴🔵 Campeón fcbarcelona de HASHTAG 2018/19 🔵🔴 gracias por alegría ⚽🏆  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG en Remedios De… https://t.co/IKZG2ZaeQo"	joy 
3592	Que tristeza tengo ante la noticia del gran incendio en HASHTAG. Está sufriendo la historia, la pasada y la futura. Me duele como las nuevas generaciones están perdiendo años y siglos de aprendizaje. HASHTAG	sadness 
3593	"Muy orgulloso de mis colores Blaugranas ❤️💙⚽️  Muy orgulloso de todo el equipo !  ¡ HASHTAG !  HASHTAG    HASHTAG"	joy 
3594	Pero que lindura seria llevarse esto 🤓 HASHTAG HASHTAG  HASHTAG HASHTAG https://t.co/pTaPsH2DFv	others 
3595	Que inhumanidad esas imagenes de esos tanques arrollando personas en Venezuela, no me explico como hay gente que defiende al maldito y asesino de Maduro. HASHTAG	anger 
3596	El tema del HASHTAG cada día toma más relevancia, gracias al movimiento mundial de huelgas estudiantiles que comenzó en agosto de 2018, cuando la activista sueca HASHTAG, de 16 años, comenzó a protestar los viernes frente al HASHTAG. https://t.co/KJSWnlvnLv https://t.co/UIJvhrMPCY	others 
3597	¿Mejor actuación femenina del capítulo? HASHTAG	others 
3598	HASHTAG El frenesí sonríe al Barça https://t.co/mYbh7DnnIIí+sonríe+al+Barça	joy 
3599	Loco hagan una resonancia a Vidal y averigüen si tiene más pulmones.. Es incombustible! HASHTAG HASHTAG	others 
3600	Si hoy es 23 de abril, esta premio Cervantes se llama Ida Vitale https://t.co/lRPxWX7K62 HASHTAG	others 
3601	¿están ustedes seguros de que HASHTAG no es culpa de las tres derechas?	others 
3602	Decir que se está triste por lo de HASHTAG tal vez sea exagerado, pero el jugarle al desestimar que es algo trágico por quedar como interesante es patético, muestra falta absoluta de cultura y algo peor, demuestra que son los nuevos “únicos y diferentes” PENDEJOS.	sadness 
3603	Es siempre así. Cuando la oscuridad y la tragedia parece inundarlo todo, la luz de Cristo se abre paso para hacer renacer la esperanza.  HASHTAG https://t.co/SeGiK7Bz0Y	sadness 
3604	Mira, si hoy no se lia, para mi pasa de la mejor serie de la historia a la mayor decepcion de la historia. HASHTAG	others 
3605	Así era el interior de Notre Dame antes del terrible incendio. HASHTAG HASHTAG https://t.co/hsm23U2aEC	sadness 
3606	"Verdadero resumen: Los caminantes les meten una paliza. Arya consigue vencer heroicamente cambiandose el cuchillo de mano. HASHTAG https://t.co/vfPkc4pUE3"	others 
3607	"por fin HASHTAG: ""las generaciones de adultos han fracasado..tenemos que salir de nuestras zonas de confort"" https://t.co/s8Dd1ZP5jC"	others 
3608	"Yo no me muevo hoy de mi casa hasta que me termine el capitulo de juego de tronos  Como estoy sufriendo la madre HASHTAG"	surprise 
3609	Que te dediquen una canción, gusta, pero que te dediquen un libro, enamora. Feliz HASHTAG	joy 
3610	"Si saben que en SLP se han consumido mas 500 hectarias en los ultimos días?!!! Y tú ""mexicano"" mas triste y preocuado por la perdida de la catedral de HASHTAG, es lamentable si pero, es mas lamentable la perdida de las reservas naturales de nuestro México chingao!! 😭 # https://t.co/vJUOkgt8MT"	sadness 
3611	El USER es el mejor equipo que ha pasado por el Camp Nou esta temporada. Sin USER estaría ya muy complicada la eliminatoria HASHTAG HASHTAG	others 
3612	Yo no donaba para reconstruir la catedral de HASHTAG NO MAMEN, mejor donen para re construir bosques y hacer reservas naturales.	anger 
3613	"No entiendo por qué se molestan de que la gente ponga sus fotos en HASHTAG  a fin de cuentas es un recuerdo que ellos tienen de la catedral. Qué necesidad de hacer sentir mal a alguien por subir una simple foto.  A veces me caen taaan mal."	anger 
3614	"Pero vamos a ver, USER. USER, USER  y Suárez Iliana.  Os dais cuenta del nivel intelectual de los 3 que están ahí dando explicaciones?  Creéis que los españoles somos tontos? HASHTAG HASHTAG  HASHTAG"	anger 
3615	HASHTAG quiero recomendarles una narrativa franca, a veces cruda, plagada de situaciones conmovedoras de un gran amigo y escritor USER su libro BAJO LOS PIES DE JUDAS https://t.co/eNHViUjs1h	others 
3616	2 de 3, queda la de esta noche y me voy de Holidays.. 💪🏼#AvengersEndGame HASHTAG HASHTAG	others 
3617	"HASHTAG muestra HASHTAG con HASHTAG tras incendio en Catedral HASHTAG  https://t.co/qg5B1Ksh7w https://t.co/iEklXdsuQI"	others 
3618	"HASHTAG   HASHTAG 1-0 HASHTAG ⚽️ Messi  HASHTAG campeón de liga 2018/2019.  Un nuevo título para HASHTAG!!!"	joy 
3619	"La gente que dona dinero para reconstruir HASHTAG puede hacer con su dinero lo que le venga en gana.  La pobreza en Africa es responsabilidad de los propios gobiernos que son los que más roban y mantienen a sus pueblos en estados miserables, siendo los más ricos en recursos. https://t.co/ZSQLHO1lCK"	anger 
3620	HASHTAG | Leopoldo Lopez ingresó en calidad de “huésped” a la embajada de Chile https://t.co/SfzoE30GqB HASHTAG	others 
3621	"HASHTAG 🏆 USER - USER   ⌚81' |3-0| GOOOOOOOLAZO de HASHTAG que marca el tercero de tiro libre.  Siga HASHTAG nuestro minuto a minuto acá 👉 https://t.co/3sjZuZukOV https://t.co/5J4WGgWljO"	joy 
3622	Nadie ha matado al rey nocturno... 😎 Team Arya 😍 HASHTAG https://t.co/OdqRY99Inf	joy 
3623	"HASHTAG Con permiso de USER  Mañana ahorrarse darme los buenos días,porque mi respuesta será: BUENOS DÍAS,TÚ."	joy 
3624	"Bueno, en media hora empieza el HASHTAG de la HASHTAG Ya está todo el pescao vedio... Que la luz de los siete nos guarde HASHTAG  HASHTAG"	surprise 
3625	"A los gritos de militancia de ""Con Rivera NO"" USER responde ""No vamos a poner cordones sanitarios, la única condición será respetar la constitución"". HASHTAG HASHTAG https://t.co/NR9ysflmwK"	others 
3626	La activista sueca HASHTAG, de 16 años, ha sido nominada por tres legisladores noruegos para el HASHTAG como reconocimiento... https://t.co/uHtl5MbdRp	others 
3627	"HASHTAG Abrazo de dos glorias inglesas, los mensajes de Rojo y Lavezzi y el dardo de Balotelli: las reacciones tras el golazo de Messi de tiro libre https://t.co/JT2K75gmEx https://t.co/CnJKzkAOdg"	others 
3628	"HASHTAG: ""Si usted piensa que deberíamos estar en la escuela, le sugerimos que tome nuestro lugar en las calles haciendo huelga en su trabajo. O únase a nosotros. No puede sentarse y dejar que la esperanza llegue sin hacer nada. Eso es actuar como niños irresponsables"" https://t.co/HNPA3By5Zu"	anger 
3629	"😂😂😂😂 en serio Pichetto? En serio?!?!?! No sos más hijo de puta y panqueque porque no te dan las horas del día! Peronismo de manual HASHTAG HASHTAG HASHTAG https://t.co/xYfDF31tOH"	disgust 
3630	"Parece que las autoridades se muestran optimistas de que la estructura de las 2 torres frontales de Notre Dame se puedan salvar. El techo, interiores, espira central y sus históricos vitrales ya se han perdido.   HASHTAG HASHTAG https://t.co/8CEq6dI6E5"	others 
3631	"700millones recaudados en apenas un día... Las Incongruencias de un mundo capitalista ciego y egoísta. Que vale más una catedral, o la vida de millones de personas en paises en guerra?  (Sin tener nada en contra de HASHTAG )"	anger 
3632	Ciudadanos 0 en el Pais Vasco y 5 en Cataluña. Ni con la campaña mediática que han tenido les tienen en cuenta en esas dos comunidades. Seguid con mítines para conseguir la foto, no engañáis a nadie. HASHTAG	anger 
3633	Espero y deseo que HASHTAG resurja de sus cenizas como el ave Fénix	others 
3634	Madre del amor hermoso, qué bestialidad de capítulo 😐😐 HASHTAG	surprise 
3635	Sin palabras para definir el capítulo de HASHTAG de esta noche!!!! Sin palabras!!!! HASHTAG guapa , sublime , inigualable !!!! 🥰😍🥰 https://t.co/9TCAkNJ0Mc	joy 
3636	Lo que juega Jordi Alba es de locos. HASHTAG https://t.co/D5AAVkqpeI	others 
3637	""" O el asilo contra la opresión"".... 🇨🇱 🇻🇪 HASHTAG  HASHTAG"	others 
3638	HASHTAG aviso, me acabo de comprar esta ganga por dos y 1/2 luquitas, están dando dos por 5 mil en nueva providencia 2160 local 46 👍🏻 https://t.co/DWxkNsD522	others 
3639	Pues viendo como va el escrutinio,  lo que me preocupa ahora es el nuevo capítulo de HASHTAG HASHTAG https://t.co/KtkuZyWb1f	others 
3640	"La catedral del fútbol HASHTAG fue derribada y levantada. La catedral de HASHTAG fue quemada y la levantar....... HASHTAG"	others 
3641	Es triste saber que Notre Dame sobrevivió cosas peores, incluyendo a la revolución francesa y dos guerras mundiales pero no pudo sobrevivir a nuestra época.  HASHTAG	sadness 
3642	USER Tu necesidad de agradar al régimen te lleva a defender lo indefendible. Quien está usurpando el poder en HASHTAG es el simio armado de USER	others 
3643	Muy tierno el HASHTAG y todo pero DÓNDE ESTÁN MIS DESCUENTOS	others 
3644	Este año han sido dos ☺️✌🏼#DiaDelLibro https://t.co/hBToDRguda	others 
3645	Pues mi HASHTAG se termina con este regalito 😍 https://t.co/J6MlCmMALS	others 
3646	Los franceses ya no saben que hacer para imitarnos...se montan sus propias fallas en plena HASHTAG HASHTAG https://t.co/rJPZYLmY55	others 
3647	"Excelente USER diciendo que los medios oficialistas aprovecharon el golpe en HASHTAG para tapar el enorme HASHTAG que hicimos.  HASHTAG HASHTAG HASHTAG HASHTAG"	others 
3648	🌎#FridaysforFuture es un movimiento popular tras el llamado de la activista sueca de 16 años USER a la huelga escolar por el Cambio Climático. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/TfXQOjeoap	others 
3649	Ya está armado el stand de Radar de los trabajadores, esté va a ser el espacio de la cultura de más de treinta organizaciones sindicales  en la USER 2019, Pabellón Azul  puesto 154. HASHTAG  HASHTAG https://t.co/7BlYJzdbRH	others 
3650	"Emotivos videos muestran cómo cientos de franceses se reunieron en los alrededores de HASHTAG para cantar y esperar lo mejor ante la tragedia.   https://t.co/FOrdY6GybF"	sadness 
3651	yo si veo al barsa favorito por que hoy he visto que dios es del barsa HASHTAG HASHTAG	joy 
3652	No quiero ni imaginar lo desesperados que están en HASHTAG, para que piensen de esta forma 👇🏽 https://t.co/lh6PaHg3jp	others 
3653	Entre el Tottenham ayer y el Liverpool hoy, no se sabe bien cuál de los dos entendió menos que estaban jugando una semifinal de HASHTAG	others 
3654	La larga angustia diría yo 😱🤯💀🥶🔥🐲⚔️🥺qué barbaridad de episodio!! HASHTAG HASHTAG HASHTAG https://t.co/J4F8yIXuSN	surprise 
3655	En 8 minutos Messi resolvió el encuentro.  HASHTAG 3-0 HASHTAG  HASHTAG https://t.co/wdAiAZM7YG	joy 
3656	Quien gana la ida de la segunda semifinal de la HASHTAG	others 
3657	Alguna duda todavía de quien es el auténtico Rey del futbol? HASHTAG HASHTAG https://t.co/4e74SEqyEl	others 
3658	HASHTAG “De los diversos instrumentos inventados por el hombre, el más asombroso es el libro; todos los demás son extensiones de su cuerpo… Sólo el libro es una extensión de la imaginación y la memoria”. Jorge Luis Borges. https://t.co/6dTxrnUg4P	others 
3659	HASHTAG no me puedo dormir Actualizando Twitter todo el rato para leer vuestras opiniones jeje	others 
3660	"Que se sienta en todo el mundo el llamado de HASHTAG por políticas efectivas contra el HASHTAG USER USER USER USER USER  https://t.co/I0oCEgzESd"	others 
3661	Lo mejor que le podemos regalar a nuestros hijos son libros, así aumentamos su vocabulario e imaginación... HASHTAG	joy 
3662	USER Esta imagen me resultó fantástica HASHTAG https://t.co/ThyILQyQWe	joy 
3663	No toca mas que ver la HASHTAG la chaaaaampions 😜 HASHTAG porque por su culpa no me pude ir al feriado 😱😱	sadness 
3664	HASHTAG y para mi HASHTAG ¡magnifica combinación! https://t.co/VYMzajxG5E	joy 
3665	"Ajax 🇳🇱 ganó en su visita al Tottenham 🏴󠁧󠁢󠁥󠁮󠁧󠁿 [Semifinal Ida HASHTAG]  USER 0-1 USER  🕛15' ⚽Van de Beek  HASHTAG"	others 
3666	Una muestra de cómo son nuestros políticos es que de momento ninguno de los que han salido a hablar a felicitado al posible ganador. ¿Cuántos lo harán? ¿0? 🤔 HASHTAG	others 
3667	A correr que se me perdió el Tete!!!!! No son más que títeres de HASHTAG En HASHTAG no se rinde nadie!!! HASHTAG https://t.co/uKrUpQD8jE	others 
3668	"Este HASHTAG 📘 me lo regaló mi papá cuando yo tenía 12 años. Y para mí su contenido es un relato y su significado es la vida misma.  HASHTAG HASHTAG  HASHTAG HASHTAG https://t.co/2b99AFqt3J"	joy 
3669	"Así sale el Barcelona para enfrentar al Liverpool.  HASHTAG https://t.co/f7jbDFLpT5"	others 
3670	Hoy , HASHTAG, hemos sacado nuestros libros más bellos de HASHTAG de la USER para... https://t.co/POWqqLBAiQ	others 
3671	Gol de Lucho, pero el pase de Alba no tiene madre y ya lo gana unoCERO HASHTAG  HASHTAG HASHTAG HASHTAG	others 
3672	Siempre es un buen día para celebrar el amor por los libros. Feliz 📖'Día Mundial del Libro'📖 para usted que comprende lo que es vivir otras vidas y recorrer otros mundos, para usted que goza esa relación mágica entre los libros y el saber. HASHTAG HASHTAG	joy 
3673	"AHORA HASHTAG | HASHTAG | 🎙 USER, jugador argentino en Caracas: ""Se está viviendo una situación complicada, hacía dos meses que no pasaba nada, pero hoy amanecimos con este conflicto político. Está bastante difícil"""	others 
3674	"Hoy triunfa el USER.  Guarden este tuit.  HASHTAG"	others 
3675	Bran está esperando el momento solo esperen... HASHTAG	others 
3676	Lo que más me alegra de estas elecciones es la hostia que se ha llevado el PP y que el sin estudios haya quedado como lo que es, un gilipollas profundo. HASHTAG HASHTAG  HASHTAG	joy 
3677	"HASHTAG, la activista ecologista de 16 años que se planta ante la UE: ""Hemos empezado a limpiar su estropicio y no pararemos hasta acabar"" https://t.co/8qw7Kv6zWM vía USER HASHTAG HASHTAG"	others 
3678	"CON RIVERA NO! CON RIVERA NO!  El grito de los Socialistas en Ferraz.  HASHTAG HASHTAG HASHTAG HASHTAG"	anger 
3679	Ya se prepararon mentalmente para ver hoy a sus personajes favoritos morir? 😣 HASHTAG HASHTAG HASHTAG HASHTAG	sadness 
3680	Pablo Iglesias le salvó el culo al PSOE en el debate televisivo, mientras Rivera le daba por todos lados. Sería una injusticia tremenda que pactase con Ciudadanos.  HASHTAG	anger 
3681	Desde el Dpto. de Lengua y Literatura lanzamos el I Concurso de Relatos “¿Qué es un libro para ti?” y los resultados han sido asombrosos. En el enlace puedes leerlos y ver los premiados. ¡Enhorabuena a todos! HASHTAG HASHTAG HASHTAG https://t.co/jlgSuFtva2	joy 
3682	"Hoy en el HASHTAG hago homenaje a uno de los libros que más me gustó en el mundo HASHTAG de HASHTAG 📚 . Vos tenes un libro favorito. Cuál me… https://t.co/8vZ6dIMjGD"	joy 
3683	"Quien a estas alturas puede creerse esa gran mentira???  USER, su equipo politico, la gran mayoría de las HASHTAG, de los órganos de seguridad y de todo el pueblo, se mueren en HASHTAG https://t.co/4RgjrCYP5m"	anger 
3684	Unimos a Francia en su tristeza... Estamos con vosotros, sentimos mucho la perdida y solo deseamos una reconstrucción rápida de la preciosa HASHTAG https://t.co/Qz9dOfWonm	sadness 
3685	"Mientras espero mi reino, hoy he disfrutado de mi templo ❤️💙  HASHTAG HASHTAG"	others 
3686	Recordad, que los únicos que ganan son los políticos! Los demás seguiremos yendo a trabajar para mantenerlos a todos, sean del color y de la ideología que sean! HASHTAG	anger 
3687	Menudo sorpresón final. Eso sí que no me lo esperaba. HASHTAG	surprise 
3688	USER USER vuestro colega el Maduro en HASHTAG HASHTAG No tenéis Vergüenza https://t.co/Oj58UL35vY	others 
3689	"Celebra el triunfo de HASHTAG HASHTAG y el HASHTAG en esta HASHTAG con mi tema musical HASHTAG ⚽️🇪🇸 https://t.co/8Xjq4ylS8z"	joy 
3690	Me uno a la iniciativa de HASHTAG https://t.co/1MpDOkfnzv	others 
3691	Dios mío...... el mejor capítulo de todos los tiempos de la televisión HASHTAG	surprise 
3692	"🔵🔴Gracias Equipo🔵🔴 Visca el Barça 26 🏆🇪🇸 HASHTAG HASHTAG HASHTAG  HASHTAG https://t.co/Yk3tyUzEOG"	joy 
3693	HASHTAG La mejor de HASHTAG en USER es Arya. Por todo lo que ha aguantado. https://t.co/wx5BBgnaMf	others 
3694	No sé si pensáis cómo yo... pero HASHTAG HASHTAG ha sido la puta caña, pero me da a mi que para la próxima batalla, no quedarán tantos héroes ni heroínas... USER nos tiene preparado algo muuu gordo (y cruel) HASHTAG	joy 
3695	Tezano no iba mal encaminado HASHTAG HASHTAG	others 
3696	Otoño en bs as . Se entrenó y hay HASHTAG. Juega el mejor USER 👍⚽️ https://t.co/Z3s7qwz3l1	others 
3697	"🔴Una niña sueca de 15 años HASHTAG se enfrentó al poder, no para salvar al mundo, sino para salvarnos a nosotros, los egoístas. Así nació el HASHTAG HASHTAG durante la HASHTAG el año pasado en HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/Y35fIfR1db"	others 
3698	Lo que les gusta a los socialistas un cántico HASHTAG	others 
3699	Disfrutando de USER con USER y USER de una noche electoral apasionante HASHTAG HASHTAG https://t.co/FzQdkJymob	joy 
3700	Hoy en el HASHTAG el HASHTAG puede ganar otra HASHTAG la décima de HASHTAG 🏆 https://t.co/MeUEVRa6ao	others 
3701	Profecías que lo dejan a uno inquieto HASHTAG https://t.co/AOhO2jUAos	fear 
3702	HASHTAG 📚📖📉 De acuerdo con los resultados del Módulo de Lectura (MOLEC) de 2019, hay una disminución de la población lectora de libros en México, pues ha pasado de 50.2% en 2015, a 45.9% en 2016, 45.3% en 2017, 45.1% en 2018 y 42. 2% este año https://t.co/qpoicNYMbb	sadness 
3703	Gracias HASHTAG HASHTAG un nuevo título para USER  el puto amo del fútbol mundial. https://t.co/96Yq4aKjT0	joy 
3704	Que no nos vais a hacer retroceder, porque cuando te pones las gafas violetas ya no hay marcha atrás HASHTAG HASHTAG HASHTAG	others 
3705	Maldito macrismo, a éste muchacho que apoya a Maduro, los milicos le tiraron un tiro en la oreja y no mandan ambulancia HASHTAG  HASHTAG https://t.co/CpEouDBWLc	anger 
3706	Almenos este Arbitro no le está regalando nada al farsa HASHTAG HASHTAG	others 
3707	Cuando el invierno acaba en llamas HASHTAG HASHTAG	others 
3708	Aprovecha esta temporada de vacaciones para asistir a la 1a. Feria Internacional del Libro que se llevará acabo en la Cámara de Diputados. Seguro encontrarás lecturas interesantes para ti y tu familia. HASHTAG HASHTAG https://t.co/MjnTvsbcMf	others 
3709	"“No hay peor ciego que el que no quiere ver”. En este caso, la realidad.  💜  HASHTAG"	others 
3710	"Para alcanzar lo imposible, uno debe intentar lo absurdo. HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/0kVBpcUNSZ"	joy 
3711	"Bolton sobre situación en HASHTAG: ‘Es un momento muy delicado’ https://t.co/dm6rcICFKR"	others 
3712	5 escaños tiene bildu, los terroristas. Es para cagarse. HASHTAG	anger 
3713	Toca recuperar el tiempo perdido. Esta noche y la del miércoles, HASHTAG. HASHTAG	others 
3714	"Pero cómo es posible que digáis que HASHTAG es una basura por favor. Este último capítulo es para introducirlo en el Bran de los dispositivos de almacenamiento y salvaguardarlo con diecisiete dragones. No he disfrutado tanto con un episodio en mi vida. HASHTAG HASHTAG"	joy 
3715	HASHTAG Hoy más que otros días, hay que escuchar la sofisticada música de la escuela de HASHTAG, la de los maestros Leonín, Perotín y otros tantos compositores y teóricos que forjaron una etapa decisiva en el desarrollo de la música occidental.  https://t.co/W1CHDqwN5G	others 
3716	"Frenético! HASHTAG me enloqueces! Dos goles y el estadio catalán alucina.  HASHTAG 3 - HASHTAG 0 USER  USER  HASHTAG"	joy 
3717	"USER Esa tiñosa de HASHTAG es la dice ante el HASHTAG: ""estamos en medio de la sexta extinción en masa"" https://t.co/GGMetIxDvk  vía USER"	others 
3718	USER HASHTAG Dios los bendiga y los proteja	others 
3719	"https://t.co/ultUoJ8dPR   ""Quiero que entréis en pánico, porque la casa está en llamas"", afirmó HASHTAG  : https://t.co/NjxKGbseuY"	others 
3720	"HASHTAG HASHTAG  📚 Los mexicanos leemos cada vez menos  Da click aquí: 👇 https://t.co/hTH97eopgt https://t.co/kTwMSgjOSI"	others 
3721	"Obvio, también recomiendo libros sobre ColoColo. El mejor es Por empuje y coraje, pero no se encuentra en librerías :(  HASHTAG"	sadness 
3722	"CAMPEONES DE ESPAÑA!!!  Con gol de Messi, USER derrota 1-0 al USER para coronarse en HASHTAG   📽️ Vía: USER https://t.co/5yC1VFEIf8"	joy 
3723	Grupo de Lima respalda al presidente encargado USER, se declara en sesión permanente y confirman reunión presencial el viernes 3 de mayo en la cuidad de Lima. HASHTAG HASHTAG https://t.co/J2Xr7GxQ5D	others 
3724	HASHTAG es el MVP del tercer episodio de HASHTAG por ser un buen hombre. HASHTAG en USER	others 
3725	Es INDIGNANTE las imágenes donde los tanques pasan por encima de las personas. Como pueden ser tan hijos de mil puta. HASHTAG 😥	anger 
